age,workclass,educational-num,occupation,hours-per-week,capital-gain,capital-loss,income
44,Private,9,Transport-moving,65,0,0,>50K
47,Private,9,Transport-moving,48,0,0,<=50K
59,Private,9,Protective-serv,24,0,0,>50K
37,Private,14,Exec-managerial,65,0,0,<=50K
21,Private,9,Machine-op-inspct,40,0,0,<=50K
68,Private,11,Exec-managerial,40,0,0,<=50K
43,Private,10,Adm-clerical,40,5013,0,<=50K
23,Private,9,Craft-repair,33,0,0,<=50K
40,Local-gov,14,Adm-clerical,35,0,1876,<=50K
45,Self-emp-not-inc,10,Sales,35,0,0,<=50K
22,Private,10,Tech-support,40,0,0,<=50K
38,Private,13,Prof-specialty,50,0,0,>50K
24,Private,10,Sales,49,0,0,<=50K
23,Private,9,Sales,40,0,0,<=50K
39,Federal-gov,10,Adm-clerical,45,0,0,>50K
26,Private,10,Craft-repair,40,0,0,<=50K
24,Private,9,Handlers-cleaners,40,0,0,<=50K
22,Private,10,Adm-clerical,25,0,0,<=50K
36,Private,13,Prof-specialty,55,0,0,<=50K
20,Private,10,Priv-house-serv,20,0,0,<=50K
18,Private,7,Other-service,8,0,0,<=50K
38,Private,13,Exec-managerial,40,0,0,>50K
43,Self-emp-inc,13,Farming-fishing,35,0,0,<=50K
42,Private,14,Exec-managerial,40,0,0,>50K
35,Private,13,Exec-managerial,50,0,0,>50K
31,Private,10,Adm-clerical,45,0,0,<=50K
32,Private,10,Exec-managerial,42,0,0,<=50K
37,Private,14,Exec-managerial,45,15024,0,>50K
66,Private,9,Handlers-cleaners,10,0,0,<=50K
22,Private,9,Other-service,35,0,0,<=50K
51,Private,11,Sales,40,0,0,<=50K
31,Private,9,Other-service,35,0,0,<=50K
65,Private,9,Adm-clerical,59,0,2206,<=50K
39,Private,9,Craft-repair,45,0,0,<=50K
48,Private,10,Adm-clerical,37,0,0,<=50K
20,Private,10,Other-service,40,0,0,<=50K
48,Private,13,Sales,50,4386,0,>50K
29,Federal-gov,15,Prof-specialty,80,0,0,<=50K
35,Self-emp-inc,13,Exec-managerial,45,0,0,>50K
31,Private,10,Transport-moving,40,0,0,>50K
48,State-gov,9,Protective-serv,40,0,0,<=50K
36,Private,11,Tech-support,45,0,0,<=50K
40,Self-emp-not-inc,9,Farming-fishing,50,0,0,<=50K
57,Private,9,Prof-specialty,15,0,0,<=50K
26,Local-gov,13,Prof-specialty,35,4865,0,<=50K
37,State-gov,9,Other-service,40,0,0,<=50K
65,Private,16,Exec-managerial,40,0,0,>50K
26,Self-emp-not-inc,6,Prof-specialty,32,0,0,<=50K
42,Private,10,Tech-support,40,0,0,<=50K
47,Private,14,Exec-managerial,40,0,0,>50K
62,Private,4,Craft-repair,40,0,0,<=50K
27,Private,11,Exec-managerial,50,0,0,<=50K
29,Private,13,Adm-clerical,40,0,0,<=50K
29,Private,8,Transport-moving,40,0,0,>50K
32,Private,6,Machine-op-inspct,40,0,0,<=50K
22,Self-emp-inc,10,Craft-repair,40,0,0,<=50K
30,Federal-gov,9,Adm-clerical,50,0,0,<=50K
43,Local-gov,10,Adm-clerical,40,0,0,<=50K
23,Private,13,Other-service,20,0,0,<=50K
44,Federal-gov,15,Prof-specialty,40,0,0,>50K
41,Private,13,Other-service,40,0,0,<=50K
49,State-gov,14,Prof-specialty,40,7430,0,>50K
30,Private,9,Transport-moving,45,0,0,>50K
23,Private,10,Handlers-cleaners,35,0,0,<=50K
39,Private,9,Adm-clerical,40,0,0,<=50K
32,Private,13,Sales,60,0,0,>50K
50,Private,10,Craft-repair,35,0,1887,>50K
19,Private,10,Adm-clerical,40,0,0,<=50K
35,Private,13,Sales,52,0,0,>50K
23,Private,9,Craft-repair,40,0,0,<=50K
25,Private,10,Craft-repair,40,0,0,<=50K
40,Private,9,Sales,40,0,0,<=50K
30,Private,13,Exec-managerial,42,0,0,>50K
52,Private,10,Craft-repair,40,0,0,>50K
49,Private,10,Machine-op-inspct,60,0,0,<=50K
24,Private,13,Adm-clerical,40,0,0,<=50K
46,Private,13,Exec-managerial,40,15024,0,>50K
39,Private,13,Sales,50,0,0,>50K
45,Self-emp-not-inc,13,Exec-managerial,50,0,0,>50K
62,Local-gov,13,Adm-clerical,38,0,1258,<=50K
43,Private,13,Prof-specialty,50,0,1977,>50K
45,Private,10,Machine-op-inspct,40,0,0,<=50K
62,Self-emp-not-inc,9,Sales,40,0,0,<=50K
48,Private,3,Handlers-cleaners,40,0,0,<=50K
56,Private,9,Other-service,40,0,0,<=50K
28,Private,9,Farming-fishing,35,0,0,<=50K
23,Private,9,Craft-repair,40,0,0,<=50K
43,Private,9,Other-service,35,0,0,<=50K
26,Private,13,Craft-repair,40,0,0,>50K
36,Private,9,Sales,50,0,0,>50K
55,Local-gov,16,Prof-specialty,60,0,0,<=50K
48,State-gov,13,Exec-managerial,50,0,0,<=50K
38,Private,11,Exec-managerial,45,0,0,>50K
18,Private,9,Sales,30,0,0,<=50K
56,Self-emp-not-inc,9,Exec-managerial,70,0,0,<=50K
39,Self-emp-not-inc,14,Prof-specialty,40,0,0,<=50K
46,Private,3,Handlers-cleaners,50,0,0,<=50K
36,Private,7,Transport-moving,65,0,0,<=50K
42,Self-emp-not-inc,9,Craft-repair,40,0,2002,<=50K
50,Private,9,Transport-moving,50,0,0,>50K
57,Private,4,Machine-op-inspct,40,0,0,<=50K
50,Federal-gov,10,Adm-clerical,40,0,0,<=50K
35,Private,10,Transport-moving,45,0,0,<=50K
27,Private,10,Machine-op-inspct,45,0,0,<=50K
27,Private,10,Craft-repair,40,0,0,<=50K
23,Self-emp-not-inc,9,Craft-repair,40,0,0,<=50K
25,Private,9,Adm-clerical,40,0,0,<=50K
51,Private,13,Exec-managerial,40,0,0,>50K
26,Private,6,Adm-clerical,40,0,0,<=50K
47,Private,10,Adm-clerical,45,0,0,<=50K
40,Private,9,Other-service,40,0,0,<=50K
58,Private,5,Other-service,40,0,0,<=50K
25,Private,10,Sales,40,0,0,<=50K
29,Private,9,Sales,18,0,0,<=50K
36,Private,7,Transport-moving,43,0,0,<=50K
46,Private,9,Exec-managerial,60,0,0,<=50K
69,Private,2,Priv-house-serv,4,0,0,<=50K
69,Private,9,Adm-clerical,40,1848,0,<=50K
28,Private,9,Other-service,40,0,0,<=50K
20,Private,9,Adm-clerical,48,0,0,<=50K
54,State-gov,9,Adm-clerical,35,3887,0,<=50K
25,Private,10,Transport-moving,40,0,0,<=50K
64,Local-gov,9,Handlers-cleaners,40,3471,0,<=50K
53,Federal-gov,9,Adm-clerical,40,0,0,<=50K
50,Private,5,Transport-moving,50,0,0,<=50K
57,Private,9,Exec-managerial,38,0,0,<=50K
51,Private,10,Transport-moving,40,0,2603,<=50K
47,Private,10,Craft-repair,40,0,0,<=50K
25,Private,9,Transport-moving,52,0,0,<=50K
50,State-gov,15,Exec-managerial,52,0,0,>50K
20,Private,9,Adm-clerical,30,0,0,<=50K
43,State-gov,15,Prof-specialty,70,0,1977,>50K
46,Private,13,Prof-specialty,40,0,0,<=50K
54,Private,9,Adm-clerical,38,0,0,<=50K
53,Private,10,Exec-managerial,15,0,0,<=50K
21,Private,9,Craft-repair,30,0,0,<=50K
58,Private,10,Other-service,40,0,0,<=50K
30,Private,13,Sales,55,0,0,>50K
61,Private,9,Adm-clerical,40,0,0,<=50K
56,State-gov,10,Adm-clerical,35,0,0,<=50K
59,Private,9,Other-service,40,0,0,<=50K
33,Private,9,Adm-clerical,40,0,0,<=50K
46,Private,9,Adm-clerical,40,0,0,>50K
46,Local-gov,10,Protective-serv,38,0,0,>50K
48,Private,9,Prof-specialty,28,0,0,<=50K
33,Private,9,Exec-managerial,40,0,0,<=50K
21,Private,10,Handlers-cleaners,40,0,0,<=50K
27,Private,9,Adm-clerical,45,0,0,<=50K
31,Private,9,Transport-moving,40,0,0,<=50K
28,Private,13,Machine-op-inspct,40,0,0,<=50K
45,Local-gov,10,Adm-clerical,38,0,0,<=50K
51,Private,9,Machine-op-inspct,40,4386,0,>50K
46,State-gov,9,Other-service,40,0,0,<=50K
25,Private,10,Sales,25,0,0,<=50K
61,Private,10,Adm-clerical,40,7688,0,>50K
26,Private,13,Craft-repair,40,3325,0,<=50K
35,Private,6,Craft-repair,60,0,0,<=50K
33,Self-emp-not-inc,7,Exec-managerial,70,0,0,<=50K
39,Local-gov,9,Adm-clerical,35,0,0,<=50K
42,Private,9,Other-service,30,0,0,<=50K
35,Private,13,Exec-managerial,47,4386,0,>50K
45,Private,9,Tech-support,50,0,0,>50K
47,Self-emp-inc,13,Sales,40,0,0,>50K
64,Private,7,Craft-repair,48,0,0,<=50K
39,Private,15,Exec-managerial,47,15024,0,>50K
62,Private,13,Prof-specialty,40,3103,0,>50K
53,Private,10,Prof-specialty,40,15024,0,>50K
31,Private,13,Exec-managerial,40,0,0,<=50K
26,Private,9,Sales,40,0,0,<=50K
56,Self-emp-inc,4,Craft-repair,50,0,0,>50K
43,Private,10,Other-service,40,0,0,<=50K
33,Private,10,Sales,35,0,0,<=50K
45,Self-emp-not-inc,10,Craft-repair,40,0,1485,>50K
46,Private,10,Sales,55,0,0,<=50K
26,Private,11,Handlers-cleaners,80,0,0,<=50K
24,Private,9,Other-service,40,0,0,<=50K
43,Private,13,Farming-fishing,50,0,0,>50K
40,Private,11,Machine-op-inspct,40,0,0,<=50K
61,Private,4,Other-service,35,0,0,<=50K
34,Federal-gov,10,Adm-clerical,72,0,0,<=50K
41,Private,9,Adm-clerical,40,0,0,<=50K
31,State-gov,12,Adm-clerical,35,3325,0,<=50K
22,Private,10,Sales,30,0,0,<=50K
60,Private,9,Other-service,40,0,0,<=50K
29,Private,12,Prof-specialty,36,0,0,<=50K
35,State-gov,13,Exec-managerial,45,2977,0,<=50K
24,Private,9,Sales,30,0,0,<=50K
45,Local-gov,14,Prof-specialty,40,0,0,<=50K
21,Local-gov,8,Other-service,20,0,0,<=50K
30,Private,12,Transport-moving,37,0,1485,>50K
50,Self-emp-inc,10,Exec-managerial,99,0,0,>50K
41,Self-emp-not-inc,9,Exec-managerial,40,0,0,>50K
21,Private,9,Sales,33,0,0,<=50K
45,Private,9,Craft-repair,45,0,0,<=50K
34,Private,13,Exec-managerial,40,0,0,>50K
28,Private,9,Handlers-cleaners,40,0,0,<=50K
19,Private,9,Other-service,40,0,0,<=50K
26,Private,13,Prof-specialty,50,13550,0,>50K
48,Private,13,Transport-moving,45,0,0,>50K
69,Private,13,Prof-specialty,40,0,2282,>50K
41,Private,10,Adm-clerical,40,0,0,<=50K
43,Private,13,Adm-clerical,40,0,0,<=50K
28,Private,9,Craft-repair,40,0,0,<=50K
65,Local-gov,10,Adm-clerical,28,0,0,<=50K
31,Private,13,Exec-managerial,38,0,1741,<=50K
28,Private,13,Adm-clerical,40,0,0,<=50K
51,Private,13,Prof-specialty,40,0,0,>50K
45,Private,10,Craft-repair,80,0,0,<=50K
43,Private,9,Adm-clerical,38,0,0,<=50K
31,Private,12,Sales,60,0,0,<=50K
31,Private,10,Craft-repair,55,0,0,>50K
45,Private,10,Craft-repair,40,0,0,<=50K
20,Private,13,Sales,30,0,0,<=50K
25,Private,13,Tech-support,40,0,0,<=50K
36,Private,9,Handlers-cleaners,30,0,0,<=50K
31,Private,13,Sales,50,4101,0,<=50K
56,Private,10,Craft-repair,45,0,0,<=50K
26,Private,13,Sales,18,0,0,<=50K
47,Self-emp-not-inc,10,Exec-managerial,65,0,0,<=50K
40,Self-emp-inc,9,Exec-managerial,50,0,0,<=50K
32,Private,9,Exec-managerial,48,0,0,<=50K
34,State-gov,14,Prof-specialty,24,0,0,<=50K
37,Private,9,Exec-managerial,55,0,0,<=50K
38,Private,9,Craft-repair,45,0,0,<=50K
19,Private,11,Other-service,16,0,0,<=50K
49,Private,5,Handlers-cleaners,40,0,0,<=50K
26,Private,12,Prof-specialty,40,0,0,<=50K
40,Private,9,Craft-repair,40,0,0,<=50K
28,Private,10,Craft-repair,50,0,0,<=50K
23,Private,9,Sales,37,0,0,<=50K
19,Private,10,Adm-clerical,40,0,0,<=50K
67,Private,9,Handlers-cleaners,32,0,0,<=50K
43,Private,13,Exec-managerial,40,3103,0,>50K
41,Private,12,Adm-clerical,50,0,0,<=50K
37,Private,11,Prof-specialty,40,0,0,<=50K
20,Private,9,Transport-moving,40,0,0,<=50K
40,Private,9,Craft-repair,40,0,0,<=50K
47,Private,14,Exec-managerial,50,99999,0,>50K
40,Private,9,Tech-support,40,0,0,<=50K
39,State-gov,13,Exec-managerial,40,0,0,<=50K
24,Private,10,Adm-clerical,20,0,0,<=50K
49,Private,13,Sales,45,0,0,>50K
66,Private,9,Machine-op-inspct,10,0,0,<=50K
52,Private,9,Prof-specialty,40,0,323,<=50K
59,Self-emp-inc,9,Exec-managerial,60,0,0,<=50K
35,Federal-gov,9,Adm-clerical,40,0,0,<=50K
30,Private,13,Exec-managerial,40,0,0,>50K
36,Private,10,Other-service,40,0,0,<=50K
26,Private,9,Tech-support,40,0,0,<=50K
23,Private,13,Other-service,35,0,0,<=50K
39,Private,13,Prof-specialty,40,0,0,>50K
40,Self-emp-not-inc,15,Prof-specialty,40,0,0,<=50K
29,Private,13,Prof-specialty,40,0,0,<=50K
38,Private,13,Other-service,20,0,0,<=50K
63,Private,13,Adm-clerical,40,0,0,<=50K
58,Self-emp-not-inc,9,Exec-managerial,40,0,0,>50K
30,Private,9,Exec-managerial,40,0,0,<=50K
38,State-gov,9,Other-service,40,0,0,<=50K
25,Private,3,Adm-clerical,33,0,0,<=50K
44,State-gov,14,Prof-specialty,40,0,0,>50K
43,Private,11,Adm-clerical,40,0,0,>50K
21,Private,10,Transport-moving,30,0,0,<=50K
41,Local-gov,12,Exec-managerial,40,0,0,<=50K
38,Private,13,Sales,50,0,0,>50K
29,Private,10,Craft-repair,40,0,1672,<=50K
52,Self-emp-not-inc,9,Farming-fishing,70,0,0,<=50K
47,Private,9,Exec-managerial,45,0,0,<=50K
28,Private,11,Prof-specialty,50,99999,0,>50K
30,State-gov,14,Prof-specialty,10,0,0,<=50K
30,Private,10,Exec-managerial,60,15024,0,>50K
40,Private,12,Exec-managerial,40,0,0,>50K
27,Private,10,Other-service,30,0,0,<=50K
26,Private,9,Protective-serv,44,0,0,<=50K
32,Private,9,Other-service,37,0,0,<=50K
36,State-gov,13,Adm-clerical,40,0,0,<=50K
26,Private,8,Transport-moving,40,0,0,<=50K
25,Private,10,Transport-moving,40,0,0,<=50K
39,Private,10,Tech-support,40,0,0,<=50K
27,Private,11,Tech-support,40,0,0,<=50K
24,Private,9,Farming-fishing,50,0,0,<=50K
38,Self-emp-inc,13,Sales,40,7688,0,>50K
35,Self-emp-not-inc,9,Farming-fishing,55,0,0,<=50K
29,Private,11,Tech-support,40,0,0,<=50K
49,Private,9,Other-service,40,0,0,<=50K
36,Private,5,Machine-op-inspct,40,0,0,<=50K
47,Self-emp-not-inc,16,Craft-repair,50,0,0,<=50K
21,Private,10,Other-service,40,0,0,<=50K
35,Private,13,Prof-specialty,40,0,0,>50K
38,Private,2,Handlers-cleaners,40,0,0,<=50K
45,Private,14,Exec-managerial,50,0,1902,>50K
19,Private,10,Other-service,15,0,0,<=50K
18,Private,9,Handlers-cleaners,22,0,0,<=50K
37,Private,15,Exec-managerial,40,0,0,<=50K
49,Private,13,Prof-specialty,40,0,0,<=50K
33,Local-gov,11,Protective-serv,48,0,0,>50K
27,Private,10,Sales,40,0,0,>50K
34,Local-gov,10,Adm-clerical,35,0,0,<=50K
54,State-gov,14,Prof-specialty,40,0,0,<=50K
24,Self-emp-inc,10,Transport-moving,40,0,0,<=50K
44,Self-emp-not-inc,15,Prof-specialty,60,0,0,>50K
48,Self-emp-not-inc,13,Craft-repair,50,0,0,<=50K
23,Private,9,Adm-clerical,40,0,0,<=50K
29,Private,9,Other-service,38,0,0,<=50K
21,Private,12,Other-service,9,0,0,<=50K
18,Private,8,Other-service,32,0,0,<=50K
18,Private,5,Sales,32,0,0,<=50K
29,Private,9,Craft-repair,40,0,0,<=50K
29,Private,9,Transport-moving,40,0,0,<=50K
41,Private,9,Machine-op-inspct,40,0,0,<=50K
32,Private,9,Handlers-cleaners,40,0,0,<=50K
61,Private,6,Other-service,24,0,0,<=50K
34,Private,12,Machine-op-inspct,40,0,0,<=50K
46,Private,13,Exec-managerial,40,0,0,>50K
50,Self-emp-not-inc,11,Sales,60,0,0,>50K
29,Private,9,Machine-op-inspct,40,0,0,<=50K
23,Private,10,Adm-clerical,40,3674,0,<=50K
64,Private,10,Adm-clerical,40,0,0,<=50K
70,Local-gov,14,Prof-specialty,50,7896,0,>50K
28,Local-gov,12,Adm-clerical,40,0,1980,<=50K
51,Private,11,Handlers-cleaners,40,0,0,<=50K
34,State-gov,13,Prof-specialty,55,4865,0,<=50K
29,Private,9,Handlers-cleaners,40,0,0,<=50K
49,Private,13,Other-service,40,0,0,<=50K
32,Private,9,Other-service,35,0,0,<=50K
27,Private,13,Tech-support,40,0,0,>50K
22,Private,10,Sales,40,0,0,<=50K
35,Local-gov,9,Craft-repair,40,0,0,>50K
42,Local-gov,13,Protective-serv,40,0,1902,>50K
35,State-gov,9,Machine-op-inspct,40,0,0,<=50K
33,Private,9,Protective-serv,16,2635,0,<=50K
45,Private,10,Exec-managerial,55,0,0,<=50K
19,Private,10,Sales,40,0,1602,<=50K
38,Private,9,Craft-repair,40,0,0,<=50K
26,Private,9,Machine-op-inspct,45,0,0,<=50K
29,Private,13,Exec-managerial,45,0,0,<=50K
33,Private,13,Prof-specialty,40,0,0,>50K
35,Self-emp-not-inc,9,Farming-fishing,80,0,0,<=50K
42,Private,10,Craft-repair,40,0,0,<=50K
20,Private,11,Other-service,20,0,0,<=50K
43,Federal-gov,14,Prof-specialty,40,0,0,>50K
69,Private,7,Prof-specialty,45,0,0,<=50K
39,Private,9,Transport-moving,40,0,0,<=50K
37,Private,9,Machine-op-inspct,40,0,0,<=50K
28,Private,10,Craft-repair,40,0,0,<=50K
26,Federal-gov,13,Tech-support,40,0,0,<=50K
32,Private,10,Sales,30,0,0,<=50K
43,Federal-gov,13,Exec-managerial,40,0,0,>50K
49,Private,9,Exec-managerial,30,0,0,<=50K
28,Private,4,Other-service,60,0,0,<=50K
35,Private,9,Machine-op-inspct,40,2885,0,<=50K
35,Local-gov,9,Craft-repair,40,0,0,>50K
57,Private,9,Adm-clerical,40,0,0,<=50K
45,Private,5,Transport-moving,40,0,0,<=50K
23,Private,9,Sales,48,0,1590,<=50K
45,Private,9,Craft-repair,40,0,0,<=50K
42,Private,9,Adm-clerical,40,0,0,<=50K
35,Private,13,Other-service,40,0,0,<=50K
45,Private,13,Prof-specialty,50,0,0,>50K
28,Federal-gov,13,Exec-managerial,40,0,0,<=50K
64,Self-emp-inc,11,Craft-repair,10,0,0,<=50K
44,Local-gov,15,Prof-specialty,40,0,0,<=50K
59,Self-emp-not-inc,9,Farming-fishing,40,0,0,>50K
41,Private,9,Machine-op-inspct,40,0,0,<=50K
21,Private,10,Sales,25,0,0,<=50K
29,Self-emp-not-inc,11,Adm-clerical,40,2174,0,<=50K
51,Self-emp-not-inc,9,Farming-fishing,40,8614,0,>50K
22,Private,9,Adm-clerical,40,0,0,<=50K
49,Private,9,Other-service,40,0,0,<=50K
53,Private,12,Sales,80,0,0,>50K
38,Private,10,Adm-clerical,44,5721,0,<=50K
23,Private,10,Craft-repair,40,0,0,<=50K
20,Private,9,Other-service,40,0,0,<=50K
40,Private,13,Craft-repair,40,0,0,<=50K
25,Private,13,Prof-specialty,40,0,0,<=50K
27,Private,10,Tech-support,40,0,0,<=50K
20,Private,9,Other-service,30,0,0,<=50K
37,Private,9,Other-service,20,0,0,<=50K
40,Local-gov,9,Other-service,40,0,0,<=50K
28,Private,13,Exec-managerial,40,3103,0,>50K
38,Self-emp-not-inc,9,Other-service,40,0,0,<=50K
42,Private,13,Exec-managerial,40,0,0,<=50K
32,Federal-gov,12,Protective-serv,40,2174,0,<=50K
20,Private,9,Sales,45,0,0,<=50K
62,State-gov,13,Adm-clerical,38,0,0,<=50K
31,Private,10,Adm-clerical,40,0,0,<=50K
31,Self-emp-not-inc,9,Craft-repair,60,0,0,<=50K
24,Private,9,Adm-clerical,40,0,0,<=50K
62,Local-gov,4,Other-service,35,0,0,<=50K
43,Local-gov,10,Craft-repair,40,0,0,>50K
21,Private,10,Transport-moving,50,0,0,<=50K
30,Self-emp-inc,9,Exec-managerial,40,4650,0,<=50K
18,Private,6,Handlers-cleaners,40,0,0,<=50K
59,Local-gov,14,Prof-specialty,40,0,0,<=50K
24,Self-emp-not-inc,4,Transport-moving,40,0,1902,>50K
49,Private,9,Craft-repair,40,0,0,<=50K
19,State-gov,7,Other-service,30,0,0,<=50K
48,Private,9,Machine-op-inspct,40,4386,0,>50K
32,Private,15,Sales,60,15024,0,>50K
33,Private,6,Machine-op-inspct,45,0,0,<=50K
23,Private,13,Sales,15,0,0,<=50K
33,Federal-gov,15,Prof-specialty,65,0,0,>50K
50,Federal-gov,10,Exec-managerial,40,0,0,>50K
30,Private,13,Exec-managerial,43,0,0,<=50K
32,Private,12,Prof-specialty,42,0,2002,<=50K
39,Private,10,Sales,65,2829,0,<=50K
21,Private,10,Sales,20,0,0,<=50K
23,Private,13,Prof-specialty,21,0,0,<=50K
32,Private,13,Exec-managerial,40,0,0,<=50K
57,Private,9,Handlers-cleaners,40,0,0,<=50K
22,State-gov,10,Prof-specialty,10,0,0,<=50K
70,Private,9,Adm-clerical,5,0,0,<=50K
34,Private,10,Tech-support,84,0,0,>50K
53,Private,14,Sales,40,0,0,<=50K
21,Private,10,Sales,45,0,0,<=50K
37,Private,9,Machine-op-inspct,40,0,0,<=50K
60,Self-emp-not-inc,9,Craft-repair,50,0,1485,>50K
23,Private,7,Craft-repair,40,14344,0,>50K
32,Private,6,Transport-moving,80,0,0,>50K
57,Private,9,Machine-op-inspct,40,0,0,<=50K
25,Private,10,Adm-clerical,30,0,0,<=50K
30,Private,9,Craft-repair,46,0,0,<=50K
31,Private,9,Adm-clerical,40,0,0,<=50K
19,Private,10,Other-service,35,0,0,<=50K
23,State-gov,13,Tech-support,38,0,0,<=50K
44,Private,9,Sales,40,0,0,<=50K
42,Private,10,Machine-op-inspct,40,0,0,<=50K
34,Self-emp-not-inc,7,Machine-op-inspct,40,0,0,<=50K
32,Private,9,Craft-repair,40,0,0,>50K
25,Private,11,Tech-support,40,0,0,<=50K
21,Private,10,Exec-managerial,40,0,0,<=50K
31,Private,9,Priv-house-serv,60,0,0,<=50K
36,Local-gov,11,Prof-specialty,40,0,0,<=50K
49,Self-emp-not-inc,10,Craft-repair,65,0,0,<=50K
44,Private,13,Adm-clerical,32,0,0,<=50K
42,Private,11,Sales,40,0,0,>50K
30,Private,9,Protective-serv,99,0,0,<=50K
33,Private,6,Machine-op-inspct,40,0,0,<=50K
36,Self-emp-not-inc,13,Other-service,45,0,0,>50K
20,Private,10,Sales,25,0,0,<=50K
32,Private,9,Craft-repair,50,0,0,<=50K
33,Self-emp-not-inc,9,Craft-repair,40,0,0,<=50K
37,Private,10,Exec-managerial,60,0,0,<=50K
60,Private,6,Farming-fishing,48,0,0,<=50K
35,State-gov,10,Adm-clerical,15,0,0,<=50K
43,Federal-gov,13,Adm-clerical,40,0,0,<=50K
46,Private,10,Tech-support,40,0,0,>50K
29,Self-emp-not-inc,9,Transport-moving,40,5178,0,>50K
36,Private,13,Sales,42,0,0,>50K
27,Private,9,Craft-repair,40,0,0,>50K
50,Private,10,Exec-managerial,84,0,0,>50K
22,Private,10,Adm-clerical,44,0,0,<=50K
33,State-gov,14,Prof-specialty,60,0,0,<=50K
61,Private,6,Sales,40,0,0,<=50K
41,Self-emp-not-inc,11,Farming-fishing,70,0,0,>50K
22,Private,10,Transport-moving,40,0,0,<=50K
27,Private,13,Prof-specialty,40,0,0,<=50K
25,Private,9,Transport-moving,40,0,0,<=50K
32,Private,9,Machine-op-inspct,20,0,1602,<=50K
28,Private,14,Prof-specialty,50,0,0,<=50K
25,Private,13,Craft-repair,35,0,1590,<=50K
28,Private,10,Craft-repair,40,0,0,<=50K
37,Local-gov,13,Prof-specialty,30,0,0,>50K
58,Private,9,Adm-clerical,37,0,0,<=50K
39,Private,9,Handlers-cleaners,40,0,0,<=50K
33,Private,10,Other-service,40,0,0,<=50K
59,Private,6,Craft-repair,40,0,0,>50K
58,Private,13,Craft-repair,20,0,0,<=50K
38,Private,11,Prof-specialty,36,0,0,>50K
34,Private,10,Craft-repair,40,0,0,<=50K
31,Private,10,Craft-repair,40,0,0,<=50K
48,Local-gov,9,Craft-repair,40,0,0,>50K
45,Private,9,Handlers-cleaners,50,0,0,<=50K
23,Private,9,Other-service,40,0,0,<=50K
33,Private,14,Prof-specialty,37,0,0,>50K
38,Self-emp-not-inc,10,Farming-fishing,40,0,0,<=50K
44,Self-emp-not-inc,14,Farming-fishing,40,0,0,>50K
48,Local-gov,14,Exec-managerial,40,9562,0,>50K
40,State-gov,9,Craft-repair,40,0,0,<=50K
19,Local-gov,9,Craft-repair,40,0,0,<=50K
45,Private,13,Exec-managerial,40,0,0,<=50K
34,Private,10,Prof-specialty,40,0,0,<=50K
70,Private,10,Other-service,80,0,0,<=50K
32,Local-gov,14,Prof-specialty,60,0,0,<=50K
33,Private,11,Other-service,40,0,0,<=50K
24,Private,13,Exec-managerial,40,0,0,<=50K
30,Local-gov,13,Prof-specialty,15,0,0,<=50K
22,Private,10,Sales,25,0,0,<=50K
52,Self-emp-inc,15,Prof-specialty,65,99999,0,>50K
67,Self-emp-not-inc,6,Farming-fishing,80,2414,0,<=50K
40,Private,9,Exec-managerial,45,0,1672,<=50K
55,Private,11,Prof-specialty,20,0,0,<=50K
29,Private,9,Exec-managerial,40,0,0,<=50K
62,Private,9,Sales,16,0,0,<=50K
22,Private,9,Machine-op-inspct,40,0,0,<=50K
64,State-gov,5,Craft-repair,40,0,0,<=50K
29,Self-emp-not-inc,13,Exec-managerial,50,0,0,<=50K
28,Private,10,Exec-managerial,40,0,0,<=50K
25,Private,9,Exec-managerial,40,0,0,<=50K
47,State-gov,16,Prof-specialty,50,15024,0,>50K
26,Private,13,Transport-moving,40,0,0,>50K
18,Private,8,Other-service,27,0,0,<=50K
52,Self-emp-inc,6,Sales,45,4064,0,<=50K
48,Local-gov,13,Prof-specialty,50,0,0,>50K
36,Private,9,Machine-op-inspct,40,0,0,<=50K
23,Private,11,Adm-clerical,30,0,0,<=50K
41,Private,9,Transport-moving,40,0,0,<=50K
56,State-gov,9,Transport-moving,38,0,0,>50K
53,Private,9,Prof-specialty,40,0,0,<=50K
26,Private,10,Exec-managerial,40,0,0,<=50K
22,Private,10,Other-service,40,3325,0,<=50K
25,Private,14,Prof-specialty,31,2597,0,<=50K
31,Private,10,Other-service,40,0,0,<=50K
36,Private,12,Machine-op-inspct,40,2829,0,<=50K
46,Private,10,Machine-op-inspct,40,0,0,<=50K
46,State-gov,12,Adm-clerical,38,0,2258,>50K
32,Private,10,Other-service,36,0,0,<=50K
43,Self-emp-not-inc,9,Farming-fishing,60,0,0,<=50K
30,Private,13,Exec-managerial,50,99999,0,>50K
41,Self-emp-inc,13,Sales,45,7688,0,>50K
50,Private,14,Exec-managerial,60,99999,0,>50K
37,State-gov,14,Exec-managerial,38,0,0,<=50K
22,Local-gov,9,Handlers-cleaners,50,0,0,<=50K
51,Federal-gov,9,Transport-moving,80,0,0,<=50K
47,Private,10,Exec-managerial,40,0,0,>50K
40,Private,9,Adm-clerical,40,0,0,<=50K
46,Private,10,Machine-op-inspct,40,0,0,<=50K
30,Private,10,Tech-support,40,0,0,<=50K
27,Self-emp-not-inc,9,Sales,65,0,0,>50K
31,Local-gov,10,Adm-clerical,35,0,0,<=50K
31,Private,2,Handlers-cleaners,40,0,0,<=50K
